ID,Tail_1,Tail_2,Ion_1,Ion_2,Spacer,−logCMC_exp,−logCMC_calc,Surfactant_Type,Ref_CMC,Note,SMILES,Surfactant_Type,Temp_Celsius
93,C8H17,C8H17,(CH3)2N+,(CH3)2N+,CCC1=C(CC)C=CC=C1,1.6289,1.479,gemini,10.1016/j.chemosphere.2011.05.031,"Empty values are graphically represented structures in the table.! Electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",not digitised,cationic gemini,25.0
94,C8H17,C8H17,(CH3)2N+,(CH3)2N+,C1=CC(CC)=CC=C1CC,1.6108,1.4278,gemini,10.1016/j.chemosphere.2011.05.031,"Empty values are graphically represented structures in the table.! Electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",not digitised,cationic gemini,25.0
95,C10H21,C10H21,(CH3)2N+,(CH3)2N+,(CH2CH(OH))2,2.4318,2.588,gemini,10.1016/j.chemosphere.2011.05.031,"Empty values are graphically represented structures in the table.! Electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",CCCCCCCCCC[N+](C)(C)CC(O)CC(O)[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],cationic gemini,25.0
96,C12H25,C12H25,(CH3)2N+,(CH3)2N+,(CH2CH(OH))2,3.1549,3.1923,gemini,10.1016/j.chemosphere.2011.05.031,"Empty values are graphically represented structures in the table.! Electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",CCCCCCCCCCCC[N+](C)(C)CC(O)CC(O)[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],cationic gemini,25.0
97,C14H29,C14H29,(CH3)2N+,(CH3)2N+,(CH2CH(OH))2,4.0706,3.8217,gemini,10.1016/j.chemosphere.2011.05.031,"Empty values are graphically represented structures in the table.! Electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",CCCCCCCCCCCCCC[N+](C)(C)CC(O)CC(O)[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],cationic gemini,25.0
98,C16H33,C16H33,(CH3)2N+,(CH3)2N+,(CH2CH(OH))2,4.301,4.5168,gemini,10.1016/j.chemosphere.2011.05.031,"Empty values are graphically represented structures in the table.! Electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",CCCCCCCCCCCCCCCC[N+](C)(C)CC(O)CC(O)[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],cationic gemini,25.0
99,C10H21,C10H21,C[N+]1=CC=CC=C1,C[N+]1=CC=CC=C1,(CH2)4,2.5702,2.5653,gemini,10.1016/j.chemosphere.2011.05.031,"Empty values are graphically represented structures in the table.! Electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",not digitised,cationic gemini,25.0
100,C12H25,C12H25,C[N+]1=CC=CC=C1,C[N+]1=CC=CC=C1,(CH2)4,3.2518,3.193,gemini,10.1016/j.chemosphere.2011.05.031,"Empty values are graphically represented structures in the table.! Electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",not digitised,cationic gemini,25.0
101,C10H21,C10H21,C[N+]1=CC=CC=C1,C[N+]1=CC=CC=C1,(CH2)6,2.699,2.8293,gemini,10.1016/j.chemosphere.2011.05.031,"Empty values are graphically represented structures in the table.! Electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",not digitised,cationic gemini,25.0
102,C12H25,C12H25,C[N+]1=CC=CC=C1,C[N+]1=CC=CC=C1,(CH2)6,3.2676,3.4812,gemini,10.1016/j.chemosphere.2011.05.031,"Empty values are graphically represented structures in the table.! Electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",not digitised,cationic gemini,25.0
103,B-C8H17,B-C8H17,PO4-,(CH3)2N+,C2H4,3.7212,3.66,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",not digitised,cationic gemini,25.0
104,B-C8H17,B-C8H17,PO4-,(CH3)2N+,C2H4,3.1549,3.5941,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",not digitised,cationic gemini,25.0
105,B-C8H17,C9H19,PO4-,(CH3)2N+,C2H4,3.699,3.7449,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",not digitised,cationic gemini,25.0
106,B-C8H17,C11H23,PO4-,(CH3)2N+,C2H4,3.8239,4.0453,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",not digitised,cationic gemini,25.0
107,C12H25,C12H25,(CH3)2N+,(CH3)2N+,(C2H4O)2C2H4,3.0362,3.1062,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",CCCCCCCCCCCC[N+](C)(C)CCOCCOCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],cationic gemini,25.0
108,C12H25,C12H25,(CH3)2N+,(CH3)2N+,(C2H4O)3C2H4,3.0655,3.4374,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",CCCCCCCCCCCC[N+](C)(C)CCOCCOCCOCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],cationic gemini,25.0
109,C12H25,C12H25,(CH3)2N+,(CH3)2N+,(C2H4O)4C2H4,3.0458,3.7715,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",CCCCCCCCCCCC[N+](C)(C)CCOCCOCCOCCOCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],cationic gemini,25.0
110,C12H25,C12H25,(CH3)2N+,(CH3)2N+,(C2H4O)5C2H4,2.9101,4.1079,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",CCCCCCCCCCCC[N+](C)(C)CCOCCOCCOCCOCCOCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],cationic gemini,25.0
111,E-C12O,E-C12O,(CH3)2N+,(CH3)2N+,(CH2)3,3.2596,2.7087,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",not digitised,cationic gemini,25.0
112,E-C12O,E-C12O,(CH3)2N+,(CH3)2N+,(CH2)4,3.2218,2.8587,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",not digitised,cationic gemini,25.0
113,E-C12O,E-C12O,(CH3)2N+,(CH3)2N+,(CH2)6,3.2403,3.1609,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",not digitised,cationic gemini,25.0
114,E-C14O,E-C14O,(CH3)2N+,(CH3)2N+,(CH2)3,3.58,3.3379,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",not digitised,cationic gemini,25.0
115,E-C14O,E-C14O,(CH3)2N+,(CH3)2N+,(CH2)4,3.3799,3.4901,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",not digitised,cationic gemini,25.0
116,E-C14O,E-C14O,(CH3)2N+,(CH3)2N+,(CH2)6,3.4802,3.796,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",not digitised,cationic gemini,25.0
117,E-C16O,E-C16O,(CH3)2N+,(CH3)2N+,(CH2)3,4.5406,3.9685,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",not digitised,cationic gemini,25.0
118,E-C16O,E-C16O,(CH3)2N+,(CH3)2N+,(CH2)4,4.3507,4.1224,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",not digitised,cationic gemini,25.0
119,E-C16O,E-C16O,(CH3)2N+,(CH3)2N+,(CH2)6,4.4101,4.4311,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",not digitised,cationic gemini,25.0
120,C14H29,C14H29,(CH3)2N+,(CH3)2N+,(CH2)6,3.8013,4.0233,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",CCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],cationic gemini,25.0
