Number,SMILES,AW_ST_CMC/ mN/m,ref,Type_of_surfactant,DOI_1,DOI_2
298,C(C(C(C(C(O)CO)O)O)O)(=O)NCCC[N+](CCO)(C)CCCCCCCCCCCC.[Br-],29.6,[74],cationic,10.1016/j.ces.2022.118208,
299,C(C(C(C(C(O)CO)O)O)O)(=O)NCCC[N+](CCO)(C)CCCCCCCCCCCCCC.[Br-],28.2,[74],cationic,10.1016/j.ces.2022.118208,
300,CCCCCCCCCC[N+](C)(C)CC(=O)OCCN(CCOC(C[N+](CCCCCCCCCC)(C)C)=O)CCOC(=O)C[N+](C)(C)CCCCCCCCCC.[Br-].[Br-].[Br-],37.9,[75],cationic,10.1016/j.ces.2022.118208,
301,CCCCCCCCCC[N+](C)(C)CC(=O)OCCN(CCOC(C[N+](CCCCCCCCCCCC)(C)C)=O)CCOC(=O)C[N+](C)(C)CCCCCCCCCC.[Br-].[Br-].[Br-],41.8,[75],cationic,10.1016/j.ces.2022.118208,
302,CCCCCCCCCC[N+](C)(C)CC(=O)OCCN(CCOC(C[N+](CCCCCCCCCCCCCC)(C)C)=O)CCOC(=O)C[N+](C)(C)CCCCCCCCCC.[Br-].[Br-].[Br-],38,[75],cationic,10.1016/j.ces.2022.118208,
303,CCCCCCCCCC[N+](C)(C)CC(=O)OCCN(CCOC(C[N+](CCCCCCCCCCCCCCCC)(C)C)=O)CCOC(=O)C[N+](C)(C)CCCCCCCCCC.[Br-].[Br-].[Br-],38.5,[75],cationic,10.1016/j.ces.2022.118208,
304,N1=C([N+](CC1)(CCCCCC[N+]2(=C(NCC2)CCCCCCC)CCNCCN)CCNCCN)CCCCCCC.[Br-].[Br-],27.4,[76],cationic,10.1016/j.ces.2022.118208,
305,N1=C([N+](CC1)(CCCCCC[N+]2(=C(NCC2)CCCCCCCCCCC)CCNCCN)CCNCCN)CCCCCCCCCCC.[Br-].[Br-],28.3,[76],cationic,10.1016/j.ces.2022.118208,
306,N1=C([N+](CC1)(CCCCCC[N+]2(=C(NCC2)CCCCCCCCCCCCC)CCNCCN)CCNCCN)CCCCCCCCCCCCC.[Br-].[Br-],29,[76],cationic,10.1016/j.ces.2022.118208,
307,N1=C([N+](CC1)(CCCCCC[N+]2(=C(NCC2)CCCCCCCCCCCCCCC)CCNCCN)CCNCCN)CCCCCCCCCCCCCCC.[Br-].[Br-],30.9,[76],cationic,10.1016/j.ces.2022.118208,
308,C1=CC(=CC=C1C=NCCN=CC2=CC=C(C=C2)[N+](CC)(CC)CC(=O)OCCCCCCCC)[N+](CC)(CC)CC(=O)OCCCCCCCC.[Cl-].[Cl-],39.7,[77],cationic,10.1016/j.ces.2022.118208,
309,C1=CC(=CC=C1C=NCCN=CC2=CC=C(C=C2)[N+](CC)(CC)CC(=O)OCCCCCCCCCC)[N+](CC)(CC)CC(=O)OCCCCCCCCCC.[Cl-].[Cl-],37.6,[77],cationic,10.1016/j.ces.2022.118208,
310,C1=CC(=CC=C1C=NCCN=CC2=CC=C(C=C2)[N+](CC)(CC)CC(=O)OCCCCCCCCCCCC)[N+](CC)(CC)CC(=O)OCCCCCCCCCCCC.[Cl-].[Cl-],33.6,[77],cationic,10.1016/j.ces.2022.118208,
311,C1=CC(=CC=C1C=NCCN=CC2=CC=C(C=C2)[N+](CC)(CC)CC(=O)OCCCCCCCCCCCCCCCC)[N+](CC)(CC)CC(=O)OCCCCCCCCCCCCCCCC.[Cl-].[Cl-],42.1,[77],cationic,10.1016/j.ces.2022.118208,
312,C(C(=O)OCC[N+](C)(C)CCCCCCCCCCCC)CC(=O)OCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],37.8,[78],cationic,10.1016/j.ces.2022.118208,
313,C(=O)(OCC[N+](C)(C)CCCCCCCCCCCC)C.[Br-],37.3,[78],cationic,10.1016/j.ces.2022.118208,
314,C1(CCCCCCCCC)OCC(O1)C[N+](C)(C)C.[Br-],31.4,[79],cationic,10.1016/j.ces.2022.118208,
315,C1(CCCCCCCCCCC)OCC(O1)C[N+](C)(C)C.[Br-],30.6,[79],cationic,10.1016/j.ces.2022.118208,
316,C1(CCCCCCCCCCCCC)OCC(O1)C[N+](C)(C)C.[Br-],30.3,[79],cationic,10.1016/j.ces.2022.118208,
317,C1(CCCCCCCC)(OCC(O1)C[N+](C)(C)C)C.[Br-],33.4,[79],cationic,10.1016/j.ces.2022.118208,
318,C1(CCCCCCCCCC)(OCC(O1)C[N+](C)(C)C)C.[Br-],34.5,[79],cationic,10.1016/j.ces.2022.118208,
319,C1(CCCCCC)(OCC(O1)C[N+](C)(C)C)CCCCCC.[Br-],29.2,[79],cationic,10.1016/j.ces.2022.118208,
320,CCCCCCCCCCCC[N+](C)(C)CC(=O)NCCN(CCNC(=O)C[N+](C)(C)CCCCCCCCCCCC)C(=O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-].[Cl-],45,[80],cationic,10.1016/j.ces.2022.118208,
321,CCCCCCCCCCCC[N+](C)(C)CC(=O)NCCN(CCNC(=O)C[N+](C)(C)CCCCCCCCCCCC)CCNC(=O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-].[Cl-],42,[80],cationic,10.1016/j.ces.2022.118208,
322,C1=C(C=CC=C1)N2N(C(=C(C2=O)N=CC3=CC=C(C=C3)[N+](C)(C)CCCCCCCC)C)C.[Br-],41.3,[81],cationic,10.1016/j.ces.2022.118208,
323,C1=C(C=CC=C1)N2N(C(=C(C2=O)N=CC3=CC=C(C=C3)[N+](C)(C)CCCCCCCCCCCC)C)C.[Br-],39,[81],cationic,10.1016/j.ces.2022.118208,
324,C1=C(C=CC=C1)N2N(C(=C(C2=O)N=CC3=CC=C(C=C3)[N+](C)(C)CCCCCCCCCCCCCCCC)C)C.[Br-],37,[81],cationic,10.1016/j.ces.2022.118208,
325,C1=C(C=CC=C1)C=NCCC[N+](C)(C)CCCCCCCCCC.[Br-],32.9,[81],cationic,10.1016/j.ces.2022.118208,
326,C1=C(C=CC=C1)C=NCCC[N+](C)(C)CCCCCCCCCCCC.[Br-],31.4,[81],cationic,10.1016/j.ces.2022.118208,
327,C1=C(C=CC=C1)C=NCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-],40,[81],cationic,10.1016/j.ces.2022.118208,
328,N(CC[N+](C)(C)CCCCCCCCCC)(CC[N+](C)(C)CCCCCCCCCC)CC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-].[Br-],33.4,[82],cationic,10.1016/j.ces.2022.118208,
329,N(CC[N+](C)(C)CCCCCCCCCCCC)(CC[N+](C)(C)CCCCCCCCCCCC)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-].[Br-],32.3,[82],cationic,10.1016/j.ces.2022.118208,
330,N(CC[N+](C)(C)CCCCCCCCCCCCCC)(CC[N+](C)(C)CCCCCCCCCCCCCC)CC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-].[Br-],32.1,[82],cationic,10.1016/j.ces.2022.118208,
331,CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],37,[83],cationic,10.1016/j.ces.2022.118208,
332,CCCCCCCCCCCCCCCC[N+](C)(C)CCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],43,[83],cationic,10.1016/j.ces.2022.118208,
333,CCCCCCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],28.5,[83],cationic,10.1016/j.ces.2022.118208,
334,[N+](C)(C)(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC.[Br-],35,[84],cationic,10.1016/j.ces.2022.118208,
335,[N+](C)(C)(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC.[Br-],45,[84],cationic,10.1016/j.ces.2022.118208,
336,[N+](C)(C)(CCC(=O)NCCCCCCCC)CCC(=O)NCCCCCCCC.[Br-],25,[84],cationic,10.1016/j.ces.2022.118208,
337,[N+](C)(C)(CCC(=O)NCCCCCCCCCC)CCC(=O)NCCCCCCCCCC.[Br-],25,[84],cationic,10.1016/j.ces.2022.118208,
338,[N+](C)(C)(CCC(=O)NCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCC.[Br-],27,[84],cationic,10.1016/j.ces.2022.118208,
339,CCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CCCCCCCCCC.[Br-],33.8,[85],cationic,10.1016/j.ces.2022.118208,
340,CCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CCCCCCCCCCCC.[Br-],31.6,[85],cationic,10.1016/j.ces.2022.118208,
341,CCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-],34.6,[85],cationic,10.1016/j.ces.2022.118208,
342,CCCCCCCCCCCC[N+](C)(C)CCCNC(=O)C1=CC=C(C=C1)C(NCCC[N+](CCCCCCCCCCCC)(C)C)=O.[Br-].[Br-],36.3,[86],cationic,10.1016/j.ces.2022.118208,
343,CCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)C1=CC=C(C=C1)C(NCCC[N+](CCCCCCCCCCCCCC)(C)C)=O.[Br-].[Br-],40.9,[86],cationic,10.1016/j.ces.2022.118208,
344,CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)C1=CC=C(C=C1)C(NCCC[N+](CCCCCCCCCCCCCCCC)(C)C)=O.[Br-].[Br-],43.4,[86],cationic,10.1016/j.ces.2022.118208,
345,CCCCCCCCCC(=O)OCC1C(C(C(C(O1)OCCC[N+](C)(C)C)O)O)O.[I-],33.8,[87],cationic,10.1016/j.ces.2022.118208,
346,CCCCCCCCCCCC(=O)OCC1C(C(C(C(O1)OCCC[N+](C)(C)C)O)O)O.[I-],29.6,[87],cationic,10.1016/j.ces.2022.118208,
347,CCCCCCCCCCCCCC(=O)OCC1C(C(C(C(O1)OCCC[N+](C)(C)C)O)O)O.[I-],27.3,[87],cationic,10.1016/j.ces.2022.118208,
348,CCCCCCCCCCCCCCCC(=O)OCC1C(C(C(C(O1)OCCC[N+](C)(C)C)O)O)O.[I-],33.5,[87],cationic,10.1016/j.ces.2022.118208,
349,CCCCCCCCCCCCCCCCCC(=O)OCC1C(C(C(C(O1)OCCC[N+](C)(C)C)O)O)O.[I-],39.7,[87],cationic,10.1016/j.ces.2022.118208,
350,C(CCCCCCCCCCC)[N+]1(CCCCC1)CC(=O)OCCOC(C[N+]2(CCCCC2)CCCCCCCCCCCC)=O.[Br-].[Br-],41.6,[88],cationic,10.1016/j.ces.2022.118208,
351,C(CCCCCCCCCCC)[N+]1(CCCC1)CC(=O)OCCOC(C[N+]2(CCCC2)CCCCCCCCCCCC)=O.[Br-].[Br-],40,[88],cationic,10.1016/j.ces.2022.118208,
352,C(CCCCCCCCCCC)[N+]1(CCOCC1)CC(=O)OCCOC(C[N+]2(CCOCC2)CCCCCCCCCCCC)=O.[Br-].[Br-],41.1,[88],cationic,10.1016/j.ces.2022.118208,
353,C(CCCCCCCCCCC)[N+](CC)(CC)CC(=O)OCCOC(C[N+](CC)(CC)CCCCCCCCCCCC)=O.[Br-].[Br-],40.9,[88],cationic,10.1016/j.ces.2022.118208,
354,CCCCCCCCCCCCCC[N+]CCO.[Br-],32,[89],cationic,10.1016/j.ces.2022.118208,
355,CCCCCCCCCCCCCC[N+](CCO)CCO.[Br-],27.8,[89],cationic,10.1016/j.ces.2022.118208,
356,CCCCCCCCCCCCCC[N+](CCO)(CCO)CCO.[Br-],29.6,[89],cationic,10.1016/j.ces.2022.118208,
357,CCCCCCCCCCCCCC[N+](CCO)C.[Br-],30.8,[89],cationic,10.1016/j.ces.2022.118208,
358,CCCCCCCCCCCCCC[N+](CCO)(C)CCO.[Br-],33.3,[89],cationic,10.1016/j.ces.2022.118208,
359,CCCCCCCCCCCCCC[N+](CCO)(CC(C)O)CCO.[Br-],36.1,[89],cationic,10.1016/j.ces.2022.118208,
360,CCCCCCCCCCCCCC[N+](CC(C)O)(CC(C)O)CCO.[Br-],37.7,[89],cationic,10.1016/j.ces.2022.118208,
361,CCCCCCCCCCCCCC[N+](CC(C)O)(CC(C)O)CC(C)O.[Br-],37.7,[89],cationic,10.1016/j.ces.2022.118208,
362,CCCCCCCCCCCCCC[N+](CCO)(CC)CC.[Br-],43,[90],cationic,10.1016/j.ces.2022.118208,
363,CCCCCCCCCCCC[N+](C)(C)CC(=O)NCCNC(=O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],42.8,[91],cationic,10.1016/j.ces.2022.118208,
364,CCCCCCCCCCCCCC[N+](C)(C)CC(=O)NCCNC(=O)C[N+](C)(C)CCCCCCCCCCCCCC.[Cl-].[Cl-],46.1,[91],cationic,10.1016/j.ces.2022.118208,
365,CCCCCCCCCCCCCCCC[N+](C)(C)CC(=O)NCCNC(=O)C[N+](C)(C)CCCCCCCCCCCCCCCC.[Cl-].[Cl-],50,[91],cationic,10.1016/j.ces.2022.118208,
366,CCCCCCCCCCCC[N+](C)(C)CC(=O)OCCOC(=O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],40.4,[91],cationic,10.1016/j.ces.2022.118208,
367,CCCCCCCCCCCCCC[N+](C)(C)CC(=O)OCCOC(=O)C[N+](C)(C)CCCCCCCCCCCCCC.[Cl-].[Cl-],44.7,[91],cationic,10.1016/j.ces.2022.118208,
368,CCCCCCCCCCCCCCCC[N+](C)(C)CC(=O)OCCOC(=O)C[N+](C)(C)CCCCCCCCCCCCCCCC.[Cl-].[Cl-],44.8,[91],cationic,10.1016/j.ces.2022.118208,
369,CCCCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],41,[91],cationic,10.1016/j.ces.2022.118208,
370,CCCCCCCC[N+](C)(C)CCOCCO.[Br-],35.9,[92],cationic,10.1016/j.ces.2022.118208,
371,CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],35,[92],cationic,10.1016/j.ces.2022.118208,
372,CCCCCCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],34,[92],cationic,10.1016/j.ces.2022.118208,
373,CCCCCCCCCCCCCCCCOCC[N+]1=CC=CC=C1.[Cl-],46,[93],cationic,10.1016/j.ces.2022.118208,
374,CCCCCCCCCCCCCCCCOCCOCC[N+]1=CC=CC=C1.[Cl-],46.5,[93],cationic,10.1016/j.ces.2022.118208,
375,CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1.[Cl-],44,[93],cationic,10.1016/j.ces.2022.118208,
376,C1=CC(=CC=C1)C=NC2=[N+](OC(=C2)C)CC(=O)OCCCCCCCCCCCC.[Br-],42,[94],cationic,10.1016/j.ces.2022.118208,
377,C1=CC(=CC=C1)C=NC2=[N+](OC(=C2)C)CC(=O)OCCCCCCCCCCCCCC.[Br-],39,[94],cationic,10.1016/j.ces.2022.118208,
378,C1=CC(=CC=C1)C=NC2=[N+](OC(=C2)C)CC(=O)OCCCCCCCCCCCCCCCC.[Br-],37.8,[94],cationic,10.1016/j.ces.2022.118208,
379,C1=CC(=CC=C1)C=NC2=[N+](OC(=C2)C)CC(=O)OCCCCCCCCCCCCCCCCCC.[Br-],36.5,[94],cationic,10.1016/j.ces.2022.118208,
380,C1(C(C(C(C(O1)OCC[N+](C)(C)CCCCCCCC)OC)OC)OC)COC.[Br-],37.8,[95],cationic,10.1016/j.ces.2022.118208,
381,C1(C(C(C(C(O1)OCC[N+](C)(C)CCCCCCCCCCCC)OC)OC)OC)COC.[Br-],37,[95],cationic,10.1016/j.ces.2022.118208,
382,C1(C(C(C(C(O1)OCC[N+](C)(C)CCCCCCCCCCCCCCCC)OC)OC)OC)COC.[Br-],35.1,[95],cationic,10.1016/j.ces.2022.118208,
383,C1(C(C(C(C(O1)OCC[N+](C)(C)CCCCCCCCCCCC)O)O)O)CO.[Br-],39,[95],cationic,10.1016/j.ces.2022.118208,
384,C1(C(C(C(C(O1)OCC[N+](C)(C)CCCCCCCCCCCCCCCC)O)O)O)CO.[Br-],39.1,[95],cationic,10.1016/j.ces.2022.118208,
385,CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CCCCCC[N+](CCCNC(CCCCCCCCCCC)=O)(C)C.[Br-].[Br-],38.4,[96],cationic,10.1016/j.ces.2022.118208,
386,C1=CC=CC(=C1)C(C(C)[N+](C)(CCCCCCCCCCCC)C)O.[Br-],31.8,[97],cationic,10.1016/j.ces.2022.118208,
387,C1=CC=CC(=C1)C=NC2=CC=[N+](C=C2)CC[N+]4=CC=C(N=CC3=CC=CC=C3)C=C4.[Br-].[Br-],50,[98],cationic,10.1016/j.ces.2022.118208,
388,C1=CC=CC(=C1)C=NC2=CC=[N+](C=C2)CCCCCC[N+]4=CC=C(N=CC3=CC=CC=C3)C=C4.[Br-].[Br-],47,[98],cationic,10.1016/j.ces.2022.118208,
389,C1=CC=CC(=C1)C=NC2=CC=[N+](C=C2)CCCCCCCCCCCC[N+]4=CC=C(N=CC3=CC=CC=C3)C=C4.[Br-].[Br-],41,[98],cationic,10.1016/j.ces.2022.118208,
390,CCCCCCCCCCCC[N+](C)(C)CC(=O)OCCOCCOCCOC(=O)C[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],30.9,[99],cationic,10.1016/j.ces.2022.118208,
391,CCCCCCCCCCCC[N+](C)(C)CC(=O)OCCOCCOC(=O)C[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],30.7,[99],cationic,10.1016/j.ces.2022.118208,
392,CCCCCCCCCCCC[N+](C)(C)CC(=O)OCCOC(=O)C[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],29.1,[99],cationic,10.1016/j.ces.2022.118208,
393,CCCCCCCCCCCC[N+](C)(C)CCOC(C(OCC[N+](C)(C)CCCCCCCCCCCC)=O)=O.[Br-].[Br-],24.9,[100],cationic,10.1016/j.ces.2022.118208,
394,CCCCCCCCCCCCCCCCCC[N+](C)(C)CC(O)C[N+](C)(C)CCCCCCCCCCCCCCCCCC.[Cl-].[Cl-],36.4,[101],cationic,10.1016/j.ces.2022.118208,
395,CCCCCCCCCCCCOCC[N+](C)(C)C.[Br-],41,[102],cationic,10.1016/j.ces.2022.118208,
396,CCCCCCCCCCCCOCCOCC[N+](C)(C)C.[Br-],42.6,[102],cationic,10.1016/j.ces.2022.118208,
397,CCCCCCCCCCCCOCCOCCOCC[N+](C)(C)C.[Br-],44.5,[102],cationic,10.1016/j.ces.2022.118208,
398,CCCCCCCCCCOCCOCC[N+](C)(C)C.[Br-],44,[102],cationic,10.1016/j.ces.2022.118208,
399,CCCCCCCCCCCCCCOCCOCC[N+](C)(C)C.[Br-],44.3,[102],cationic,10.1016/j.ces.2022.118208,
400,CCCCCCCCCCCCCCCCOCCOCC[N+](C)(C)C.[Br-],44.6,[102],cationic,10.1016/j.ces.2022.118208,
401,CCCCCCCCCCCCOCC(OCCO)C[N+](C)(C)CC(OCCO)COCCCCCCCCCCCC.CO[S](=O)(=O)[O-],28.6,[103],cationic,10.1016/j.ces.2022.118208,
402,CCCCCCCCCCCCOCC(OCCOCCO)C[N+](C)(C)CC(OCCOCCOCCO)COCCCCCCCCCCCC.CO[S](=O)(=O)[O-],32.2,[103],cationic,10.1016/j.ces.2022.118208,
403,CCCCCCCCCCCCC(=O)OCC[N+](C)(C)CCCC[N+](CCOC(CCCCCCCCCCCC)=O)(C)C.[Cl-].[Cl-],34,[104],cationic,10.1016/j.ces.2022.118208,
404,CCCCCCCCCCCC[N+](CCCC[N+](CCCCCCCCCCCC)(C)C)(C)C.[Cl-].[Cl-],41,[105],cationic,10.1016/j.ces.2022.118208,
405,CCCCCCCCCC[N+](CCCC[N+](CCCCCCCCCC)(C)C)(C)C.[Cl-].[Cl-],40,[105],cationic,10.1016/j.ces.2022.118208,
406,CCCCCCCCCCCCCC[N+](CCCC[N+](CCCCCCCCCCCCCC)(C)C)(C)C.[Cl-].[Cl-],42,[105],cationic,10.1016/j.ces.2022.118208,
407,CCCCCCCCCCCCCCCC[N+](CCCC[N+](CCCCCCCCCCCCCCCC)(C)C)(C)C.[Cl-].[Cl-],43,[105],cationic,10.1016/j.ces.2022.118208,
408,CCCCCCCCCCCC[N+](C)(C)CC(O)COC(=O)CCCCC(OCC(C[N+](CCCCCCCCCCCC)(C)C)O)=O.[Cl-].[Cl-],31.4,[106],cationic,10.1016/j.ces.2022.118208,
409,C1=C[N](C=[N+]1CCCCCCCCCCCCCC)C.[Br-],40,[107],cationic,10.1016/j.ces.2022.118208,
410,C1=C[N](C=[N+]1CCCCCCCCCCCCCCCC)C.[Br-],38,[107],cationic,10.1016/j.ces.2022.118208,
411,C1=C[N](C=[N+]1CCCCCCCCCCCCCCCCCC)C.[Br-],40.5,[107],cationic,10.1016/j.ces.2022.118208,
412,CCCCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CCOC1C(C(C(C(CO)O1)O)O)O.[Cl-],51.5,[108],cationic,10.1016/j.ces.2022.118208,
413,CCCCCCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CCOC1C(C(C(C(CO)O1)O)O)O.[Cl-],47.8,[108],cationic,10.1016/j.ces.2022.118208,
414,CCCCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(O)COC1C(C(C(C(CO)O1)O)O)O.[Cl-],46.1,[108],cationic,10.1016/j.ces.2022.118208,
415,CCCCCCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(O)COC1C(C(C(C(CO)O1)O)O)O.[Cl-],35.9,[108],cationic,10.1016/j.ces.2022.118208,
416,C1=[N+](C=CC=C1COC(=O)CC(C(OCC2=CC=C[N+](=C2)CCCCCC)=O)(CC(OCC3=CC=C[N+](=C3)CCCCCC)=O)O)CCCCCC.[Br-].[Br-].[Br-],32.5,[109],cationic,10.1016/j.ces.2022.118208,
417,C1=[N+](C=CC=C1COC(=O)CC(C(OCC2=CC=C[N+](=C2)CCCCCCCCCCCC)=O)(CC(OCC3=CC=C[N+](=C3)CCCCCCCCCCCC)=O)O)CCCCCCCCCCCC.[Br-].[Br-].[Br-],30.1,[109],cationic,10.1016/j.ces.2022.118208,
418,C1=[N+](C=CC=C1COC(=O)CC(C(OCC2=CC=C[N+](=C2)CCCCCCCCCCCCCCCCCC)=O)(CC(OCC3=CC=C[N+](=C3)CCCCCCCCCCCCCCCCCC)=O)O)CCCCCCCCCCCCCCCCCC.[Br-].[Br-].[Br-],27.5,[109],cationic,10.1016/j.ces.2022.118208,
419,CCCCCCCCCCOC(=O)C(C)[N+](C)(CC[N+](C(C(OCCCCCCCCCC)=O)C)(C)C)C.[Br-].[Br-],28.5,[110],cationic,10.1016/j.ces.2022.118208,
420,CCCCCCCCCCCCOC(=O)C(C)[N+](C)(CC[N+](C(C(OCCCCCCCCCCCC)=O)C)(C)C)C.[Br-].[Br-],32,[110],cationic,10.1016/j.ces.2022.118208,
421,CCCCCCCCCCCCOCC(O)C[N+](C)(C)CCCC[N+](CC(COCCCCCCCCCCCC)O)(C)C.[Br-].[Br-],36.4,[111],cationic,10.1016/j.ces.2022.118208,
422,CCCCCCCCCCCCCCOCC(O)C[N+](C)(C)CCCC[N+](CC(COCCCCCCCCCCCCCC)O)(C)C.[Br-].[Br-],37.4,[111],cationic,10.1016/j.ces.2022.118208,
423,CCCCCCCCCCCCCCCCOCC(O)C[N+](C)(C)CCCC[N+](CC(COCCCCCCCCCCCCCCCC)O)(C)C.[Br-].[Br-],39.2,[111],cationic,10.1016/j.ces.2022.118208,
424,CCCCCCCCCCCC[N+](C)(C)CCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],42.8,[112],cationic,10.1016/j.ces.2022.118208,
425,CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],41.5,[112],cationic,10.1016/j.ces.2022.118208,
426,CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],39.5,[112],cationic,10.1016/j.ces.2022.118208,
427,CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],39.4,[112],cationic,10.1016/j.ces.2022.118208,
428,CCCCCCC(=O)OC(C)C(=O)NCCC[N+](C)(C)C.CO[S](=O)(=O)[O-],40.4,[113],cationic,10.1016/j.ces.2022.118208,
429,CCCCCCCC(=O)OC(C)C(=O)NCCC[N+](C)(C)C.CO[S](=O)(=O)[O-],37.8,[113],cationic,10.1016/j.ces.2022.118208,
430,CCCCCCCCC(=O)OC(C)C(=O)NCCC[N+](C)(C)C.CO[S](=O)(=O)[O-],37.3,[113],cationic,10.1016/j.ces.2022.118208,
431,CCCCCCCCCC(=O)OC(C)C(=O)NCCC[N+](C)(C)C.CO[S](=O)(=O)[O-],25.4,[113],cationic,10.1016/j.ces.2022.118208,
432,CCCCCCCCCCC(=O)OC(C)C(=O)NCCC[N+](C)(C)C.CO[S](=O)(=O)[O-],25.2,[113],cationic,10.1016/j.ces.2022.118208,
433,CCCCCCCCCCCC(=O)OC(C)C(=O)NCCC[N+](C)(C)C.CO[S](=O)(=O)[O-],24.2,[113],cationic,10.1016/j.ces.2022.118208,
434,CCCCCCCCCCCCCC(=O)OC(C)C(=O)NCCC[N+](C)(C)C.CO[S](=O)(=O)[O-],26.4,[113],cationic,10.1016/j.ces.2022.118208,
435,CCCCCCCCCCCCCCCC(=O)OC(C)C(=O)NCCC[N+](C)(C)C.CO[S](=O)(=O)[O-],31.7,[113],cationic,10.1016/j.ces.2022.118208,
436,CCCCCCCCCCCCCCCCCC(=O)OC(C)C(=O)NCCC[N+](C)(C)C.CO[S](=O)(=O)[O-],35.8,[113],cationic,10.1016/j.ces.2022.118208,
437,CCCCCCCCOC(=O)C[N+](CC[N+](CC(OCCCCCCCC)=O)(C)C)(C)C.[Cl-].[Cl-],43,[114],cationic,10.1016/j.ces.2022.118208,
438,CCCCCCCCC[N+](CC(O)C)CCCCCC[N+](CCCCCCCCC)CC(O)C.[Br-].[Br-],42.2,[115],cationic,10.1016/j.ces.2022.118208,
439,CCCCCCCCCC[N+](CC(O)C)CCCCCC[N+](CCCCCCCCCC)CC(O)C.[Br-].[Br-],38,[115],cationic,10.1016/j.ces.2022.118208,
440,CCCCCCCCCCCC[N+](CC(O)C)CCCCCC[N+](CCCCCCCCCCCC)CC(O)C.[Br-].[Br-],36,[115],cationic,10.1016/j.ces.2022.118208,
441,CCCCCCCCCCCCCC[N+](CC(O)C)CCCCCC[N+](CCCCCCCCCCCCCC)CC(O)C.[Br-].[Br-],35.5,[115],cationic,10.1016/j.ces.2022.118208,
442,CCCCCCCCC[N+](CC(O)C)(CC(O)C)CCCCCC[N+](CCCCCCCCC)(CC(O)C)CC(O)C.[Br-].[Br-],34.9,[115],cationic,10.1016/j.ces.2022.118208,
443,CCCCCCCCCC[N+](CC(O)C)(CC(O)C)CCCCCC[N+](CCCCCCCCCC)(CC(O)C)CC(O)C.[Br-].[Br-],34.1,[115],cationic,10.1016/j.ces.2022.118208,
444,CCCCCCCCCCCC[N+](CC(O)C)(CC(O)C)CCCCCC[N+](CCCCCCCCCCCC)(CC(O)C)CC(O)C.[Br-].[Br-],32.7,[115],cationic,10.1016/j.ces.2022.118208,
445,CCCCCCCCCCCCCC[N+](CC(O)C)(CC(O)C)CCCCCC[N+](CCCCCCCCCCCCCC)(CC(O)C)CC(O)C.[Br-].[Br-],30,[115],cationic,10.1016/j.ces.2022.118208,
446,CCCCCCCCCCCC[N+](C)(C)CCO.[Br-],32.4,[116],cationic,10.1016/j.ces.2022.118208,
